Group of category,Category,sub-Category,Level,Levelname,Data,Indicator,Group of Modality,Modality,years,Comments
Service coverage indicators,Maternal Health,Family planning,District,Kayonza,4.6,Currently use of Male condom,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Kirehe,2.4,Currently use of Male condom,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Ngoma,2.6,Currently use of Male condom,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Bugesera,2.9,Currently use of Male condom,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyarugenge,4.4,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gasabo,5.6,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Kicukiro,3.4,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyanza,6.5,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gisagara,2.1,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyaruguru,0.8,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Huye,2.2,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyamagabe,1.5,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Ruhango,3,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Muhanga,5.1,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Kamonyi,3,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Karongi,4.6,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rutsiro,2.2,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rubavu,2.7,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyabihu,3.2,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Ngororero,2.1,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rusizi,5.2,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyamasheke,3.3,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rulindo,5.5,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gakenke,3.4,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Musanze,2.4,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Burera,1.5,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gicumbi,6.5,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rwamagana,5.4,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyagatare,5.4,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gatsibo,3.9,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Kayonza,5.6,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Kirehe,3.8,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Ngoma,4.8,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Bugesera,1.3,Currently use of Male condom,,,2015,
Service coverage indicators,Maternal Health,Family planning,National,Rwanda,2.4,Currently use of Pill,,,2005,
Service coverage indicators,Maternal Health,Family planning,National,Rwanda,7.1,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,National,Rwanda,8.4,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,province,Kigali City,4.2,Currently use of Pill,,,2005,
Service coverage indicators,Maternal Health,Family planning,province,South,1.7,Currently use of Pill,,,2005,
Service coverage indicators,Maternal Health,Family planning,province,West,2.2,Currently use of Pill,,,2005,
Service coverage indicators,Maternal Health,Family planning,province,North,2.8,Currently use of Pill,,,2005,
Service coverage indicators,Maternal Health,Family planning,province,East,2.7,Currently use of Pill,,,2005,
Service coverage indicators,Maternal Health,Family planning,province,Kigali City,8.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,province,South,7.5,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,province,West,5,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,province,North,8,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,province,East,7.8,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,province,Kigali City,9.8,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,province,South,8.3,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,province,West,5.6,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,province,North,9.3,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,province,East,9.5,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyarugenge,9.7,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Gasabo,8.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Kicukiro,6.9,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyanza,8.4,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Gisagara,3.5,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyaruguru,5.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Huye,7,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyamagabe,6.3,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Ruhango,13,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Muhanga,8.4,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Kamonyi,8.3,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Karongi,9.8,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Rutsiro,3.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Rubavu,0.4,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyabihu,4.3,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Ngororero,10.6,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Rusizi,4.6,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyamasheke,1.7,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Rulindo,9.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Gakenke,11.5,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Musanze,3.7,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Burera,4.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Gicumbi,11,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Rwamagana,7.1,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyagatare,7.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Gatsibo,9.1,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Kayonza,7.6,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Kirehe,2.7,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Ngoma,6.5,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Bugesera,14.2,Currently use of Pill,,,2010,
Service coverage indicators,Maternal Health,Family planning,District,Nyarugenge,10.4,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gasabo,10.3,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Kicukiro,7.9,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyanza,5.5,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Gisagara,10.6,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyaruguru,1.2,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Huye,7.8,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyamagabe,7.1,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Ruhango,7,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Muhanga,14.3,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Kamonyi,10.7,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Karongi,5.6,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rutsiro,4.6,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rubavu,5.1,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyabihu,4.2,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Ngororero,11.2,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rusizi,6.4,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Nyamasheke,1.5,Currently use of Pill,,,2015,
Service coverage indicators,Maternal Health,Family planning,District,Rulindo,13.6,Currently use of Pill,,,2015,
